Marker,Genotyp,Lab_parameter,N,Median,Q1,Q3,Priemer,SD
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Hematokrit_HCT,49,0.393,0.349,0.434,0.395,0.051
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Stredný objem_RBC,787,91.9,87.4,97.55,93.568,9.322
HFE_overall,any_het,Krvný obr._DIFF_5pop: Stredný objem_RBC,461,93.0,87.8,99.0,93.874,9.222
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Stredný objem_RBC,49,94.9,89.4,104.9,97.061,8.804
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Leukocyty_WBC,787,7.0,5.4,9.8,8.227,4.617
HFE_overall,any_het,Krvný obr._DIFF_5pop: Leukocyty_WBC,461,7.0,5.3,9.9,8.548,5.675
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Leukocyty_WBC,49,6.4,5.6,8.4,6.971,2.371
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Erytrocyty_RBC,787,3.92,3.275,4.535,3.883,0.833
HFE_overall,any_het,Krvný obr._DIFF_5pop: Erytrocyty_RBC,461,3.92,3.33,4.59,3.938,0.878
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Erytrocyty_RBC,49,4.24,3.43,4.62,4.124,0.792
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,787,335.0,325.5,344.0,334.498,16.49
HFE_overall,any_het,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,461,336.0,327.0,346.0,336.341,14.876
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,49,334.0,326.0,339.0,331.388,11.604
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Stredná konc._HGB,787,30.7,29.2,33.4,31.336,3.781
HFE_overall,any_het,Krvný obr._DIFF_5pop: Stredná konc._HGB,461,30.9,29.5,33.5,31.6,3.66
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Stredná konc._HGB,49,31.7,29.3,35.4,32.151,3.013
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Lymfocyty_%,787,20.1,13.0,28.6,20.841,10.517
HFE_overall,any_het,Krvný obr._DIFF_5pop: Lymfocyty_%,461,19.7,12.4,26.8,20.131,10.321
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Lymfocyty_%,49,25.8,18.1,31.6,26.069,11.922
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Lymfocyty_#,787,1.38,0.88,1.94,1.5,0.857
HFE_overall,any_het,Krvný obr._DIFF_5pop: Lymfocyty_#,461,1.29,0.87,1.75,1.465,0.979
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Lymfocyty_#,49,1.58,1.28,1.88,1.621,0.597
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Bazofilily_#,787,0.02,0.01,0.04,0.028,0.031
HFE_overall,any_het,Krvný obr._DIFF_5pop: Bazofilily_#,461,0.02,0.01,0.03,0.027,0.038
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Bazofilily_#,49,0.02,0.01,0.02,0.019,0.014
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Bazofily_%,787,0.3,0.2,0.5,0.389,0.362
HFE_overall,any_het,Krvný obr._DIFF_5pop: Bazofily_%,461,0.3,0.1,0.5,0.347,0.344
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Bazofily_%,49,0.2,0.2,0.4,0.302,0.216
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Eozinofily_%,786,1.6,0.7,3.1,2.124,2.061
HFE_overall,any_het,Krvný obr._DIFF_5pop: Eozinofily_%,461,1.9,0.8,3.3,2.53,2.703
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Eozinofily_%,49,1.9,0.7,3.0,2.1,1.663
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Monocyty_#,786,0.57,0.41,0.78,0.646,0.365
HFE_overall,any_het,Krvný obr._DIFF_5pop: Monocyty_#,461,0.59,0.42,0.79,0.647,0.353
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Monocyty_#,49,0.49,0.35,0.69,0.535,0.233
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Monocyty_%,786,7.95,6.0,10.2,8.581,4.071
HFE_overall,any_het,Krvný obr._DIFF_5pop: Monocyty_%,461,8.1,6.0,10.5,8.483,3.526
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Monocyty_%,49,7.8,6.2,8.6,7.682,2.075
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Eozinofily_#,786,0.11,0.05,0.2,0.144,0.137
HFE_overall,any_het,Krvný obr._DIFF_5pop: Eozinofily_#,461,0.13,0.06,0.22,0.178,0.186
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Eozinofily_#,49,0.14,0.04,0.22,0.143,0.111
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,787,14.8,13.5,16.6,15.315,2.296
HFE_overall,any_het,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,461,14.4,13.4,15.9,15.069,2.412
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,49,13.1,12.8,13.4,13.527,1.449
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Neutrofily_%,785,68.1,58.9,76.7,67.922,13.035
HFE_overall,any_het,Krvný obr._DIFF_5pop: Neutrofily_%,461,68.1,59.5,77.5,68.51,12.31
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Neutrofily_%,49,64.2,56.6,72.1,63.847,12.1
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Neutrofily_#,785,4.5,3.21,7.13,5.888,4.317
HFE_overall,any_het,Krvný obr._DIFF_5pop: Neutrofily_#,461,4.69,3.27,6.92,6.228,5.372
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Neutrofily_#,49,4.2,3.1,6.07,4.651,2.314
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Stredný objem_PLT,760,11.0,10.2,11.8,11.0,1.286
HFE_overall,any_het,Krvný obr._DIFF_5pop: Stredný objem_PLT,455,10.7,10.1,11.4,10.791,1.082
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Stredný objem_PLT,49,10.6,10.1,11.2,10.682,0.83
HFE_overall,all_wt,Bielkoviny_S,1136,69.5,61.675,75.3,68.44,9.795
HFE_overall,any_het,Bielkoviny_S,586,69.8,63.1,75.2,68.749,9.051
HFE_overall,any_hom,Bielkoviny_S,44,73.4,70.175,77.225,73.009,6.399
HFE_overall,all_wt,Bili-celkový_S,1795,26.8,12.15,87.1,77.23,113.666
HFE_overall,any_het,Bili-celkový_S,922,23.2,11.5,61.2,68.152,115.192
HFE_overall,any_hom,Bili-celkový_S,85,10.4,8.2,17.1,13.269,8.195
HFE_overall,all_wt,Bili-priamy_S,1777,12.7,3.9,59.9,55.088,91.398
HFE_overall,any_het,Bili-priamy_S,910,8.95,3.5,36.9,48.354,97.831
HFE_overall,any_hom,Bili-priamy_S,85,3.4,2.5,5.8,5.668,5.955
HFE_overall,all_wt,Krvný obraz: Hemoglobín_HGB,1269,114.0,96.0,133.0,114.935,23.5
HFE_overall,any_het,Krvný obraz: Hemoglobín_HGB,635,117.0,98.0,138.0,118.176,24.672
HFE_overall,any_hom,Krvný obraz: Hemoglobín_HGB,44,136.5,125.0,148.75,137.023,18.703
HFE_overall,all_wt,Krvný obraz: Stredný objem_RBC,1269,93.7,88.8,101.0,95.277,9.897
HFE_overall,any_het,Krvný obraz: Stredný objem_RBC,635,94.9,90.85,100.0,95.643,8.455
HFE_overall,any_hom,Krvný obraz: Stredný objem_RBC,44,94.2,91.9,97.525,95.311,5.183
HFE_overall,all_wt,Krvný obraz: Stredná konc._ HGB,1269,31.2,29.4,33.7,31.575,3.767
HFE_overall,any_het,Krvný obraz: Stredná konc._ HGB,635,31.7,30.1,33.8,31.937,3.359
HFE_overall,any_hom,Krvný obraz: Stredná konc._ HGB,44,31.55,30.375,32.425,31.652,2.025
HFE_overall,all_wt,Krvný obraz: Leukocyty_WBC,1269,7.3,5.6,10.0,8.274,4.045
HFE_overall,any_het,Krvný obraz: Leukocyty_WBC,635,6.9,5.1,9.55,8.037,5.792
HFE_overall,any_hom,Krvný obraz: Leukocyty_WBC,44,8.65,6.35,17.325,11.361,6.22
HFE_overall,all_wt,Krvný obraz: Trombocyty_PLT,1269,177.0,119.0,260.0,195.942,107.661
HFE_overall,any_het,Krvný obraz: Trombocyty_PLT,635,167.0,101.0,232.5,179.51,104.778
HFE_overall,any_hom,Krvný obraz: Trombocyty_PLT,44,234.5,202.75,317.25,287.0,139.864
HFE_overall,all_wt,Krvný obraz: Erytrocyty_RBC,1269,3.66,3.04,4.32,3.686,0.829
HFE_overall,any_het,Krvný obraz: Erytrocyty_RBC,635,3.76,3.04,4.41,3.738,0.851
HFE_overall,any_hom,Krvný obraz: Erytrocyty_RBC,44,4.34,3.912,4.612,4.336,0.573
HFE_overall,all_wt,Krvný obraz: Hematokrit_HCT,1269,0.347,0.295,0.397,0.347,0.067
HFE_overall,any_het,Krvný obraz: Hematokrit_HCT,635,0.353,0.302,0.408,0.354,0.069
HFE_overall,any_hom,Krvný obraz: Hematokrit_HCT,44,0.404,0.384,0.424,0.412,0.046
HFE_overall,all_wt,Krvný obraz: Stred. far.konc._HGB,1269,332.0,322.0,341.0,331.125,15.502
HFE_overall,any_het,Krvný obraz: Stred. far.konc._HGB,635,335.0,324.0,344.0,333.698,15.845
HFE_overall,any_hom,Krvný obraz: Stred. far.konc._HGB,44,335.0,325.75,340.0,332.273,14.49
HFE_overall,all_wt,Krvný obraz: Šírka dist.kriv._RBC,1267,15.3,13.8,16.95,15.681,2.378
HFE_overall,any_het,Krvný obraz: Šírka dist.kriv._RBC,628,15.0,13.5,17.1,15.702,2.903
HFE_overall,any_hom,Krvný obraz: Šírka dist.kriv._RBC,44,13.2,12.975,13.6,13.632,1.256
HFE_overall,all_wt,Krvný obraz: Stredný objem_PLT,1180,11.0,10.4,11.8,11.109,1.041
HFE_overall,any_het,Krvný obraz: Stredný objem_PLT,613,10.8,10.3,11.5,10.931,0.984
HFE_overall,any_hom,Krvný obraz: Stredný objem_PLT,44,10.4,9.9,10.7,10.389,0.625
HFE_overall,all_wt,Quickov test: PT_%,1335,73.0,52.4,95.05,74.212,26.702
HFE_overall,any_het,Quickov test: PT_%,678,72.95,55.65,95.925,75.563,27.515
HFE_overall,any_hom,Quickov test: PT_%,49,76.4,57.8,96.6,73.082,29.025
HFE_overall,all_wt,Quickov test: PT_INR,1335,1.17,1.025,1.42,1.275,0.374
HFE_overall,any_het,Quickov test: PT_INR,678,1.17,1.02,1.378,1.274,0.433
HFE_overall,any_hom,Quickov test: PT_INR,49,1.14,1.02,1.36,1.36,0.574
HFE_overall,all_wt,APTT: APTT_sekundy,1306,29.5,26.1,33.5,30.406,7.075
HFE_overall,any_het,APTT: APTT_sekundy,663,29.7,26.3,34.5,31.235,8.573
HFE_overall,any_hom,APTT: APTT_sekundy,38,28.4,25.575,30.85,28.545,4.298
HFE_overall,all_wt,APTT: APTT_ratio,1306,1.08,0.97,1.22,1.115,0.252
HFE_overall,any_het,APTT: APTT_ratio,662,1.09,0.98,1.27,1.148,0.233
HFE_overall,any_hom,APTT: APTT_ratio,38,1.005,0.952,1.088,1.041,0.14
HFE_overall,all_wt,Fibrinogén,1277,2.8,1.98,3.85,3.095,1.514
HFE_overall,any_het,Fibrinogén,657,2.83,2.04,3.71,3.089,1.491
HFE_overall,any_hom,Fibrinogén,38,3.515,2.975,4.192,3.645,0.864
HFE_overall,all_wt,Kalcium-S,702,2.135,2.01,2.278,2.131,0.205
HFE_overall,any_het,Kalcium-S,329,2.16,2.02,2.27,2.153,0.198
HFE_overall,any_hom,Kalcium-S,35,2.24,2.15,2.42,2.261,0.164
HFE_overall,all_wt,Amyláza_S,647,0.77,0.54,1.11,1.389,3.564
HFE_overall,any_het,Amyláza_S,314,0.93,0.643,1.378,1.13,0.868
HFE_overall,any_hom,Amyláza_S,50,1.41,0.755,3.528,2.991,4.509
HFE_overall,all_wt,CK-celková_S,372,1.435,0.75,2.735,2.899,5.457
HFE_overall,any_het,CK-celková_S,193,1.52,0.83,2.71,7.122,36.228
HFE_overall,any_hom,CK-celková_S,21,1.7,1.3,4.18,45.499,104.308
HFE_overall,all_wt,Moč chemicky _ úplne: pH,377,6.0,5.0,6.0,5.785,0.834
HFE_overall,any_het,Moč chemicky _ úplne: pH,212,5.5,5.0,6.0,5.712,0.847
HFE_overall,any_hom,Moč chemicky _ úplne: pH,7,5.0,5.0,6.0,5.429,0.535
HFE_overall,all_wt,Moč chemicky _ úplne: Bielkoviny,377,0.3,0.0,0.3,0.284,0.557
HFE_overall,any_het,Moč chemicky _ úplne: Bielkoviny,212,0.3,0.0,0.3,0.307,0.626
HFE_overall,any_hom,Moč chemicky _ úplne: Bielkoviny,7,0.3,0.15,0.3,0.314,0.334
HFE_overall,all_wt,Moč chemicky _ úplne: Ketolátky,373,0.0,0.0,0.0,0.921,3.042
HFE_overall,any_het,Moč chemicky _ úplne: Ketolátky,212,0.0,0.0,0.0,0.384,1.861
HFE_overall,any_hom,Moč chemicky _ úplne: Ketolátky,7,0.0,0.0,0.0,0.071,0.189
HFE_overall,all_wt,LD_S,214,3.725,3.06,5.81,5.53,7.584
HFE_overall,any_het,LD_S,98,3.795,3.035,5.32,5.006,4.491
HFE_overall,any_hom,LD_S,17,3.06,2.66,3.54,3.131,0.57
HFE_overall,all_wt,Reumat. faktor_S,123,10.0,9.0,10.0,15.297,41.623
HFE_overall,any_het,Reumat. faktor_S,51,10.0,10.0,10.0,14.09,20.521
HFE_overall,all_wt,IgA_S,304,2.835,2.168,4.52,3.734,2.759
HFE_overall,any_het,IgA_S,141,2.64,1.73,4.83,3.628,2.717
HFE_overall,any_hom,IgA_S,10,1.295,1.03,2.035,1.726,1.202
HFE_overall,all_wt,IgG_S,314,11.6,9.502,14.875,13.076,5.641
HFE_overall,any_het,IgG_S,149,11.4,9.27,14.3,12.413,4.65
HFE_overall,any_hom,IgG_S,15,12.24,10.515,16.645,14.831,6.649
HFE_overall,all_wt,IgM_S,311,1.1,0.77,1.7,1.456,1.475
HFE_overall,any_het,IgM_S,150,1.225,0.752,1.725,1.446,1.139
HFE_overall,any_hom,IgM_S,13,0.55,0.38,1.22,1.408,1.834
HFE_overall,all_wt,ELFO_S: alfa1_globulín,310,2.495,2.082,3.11,2.628,0.866
HFE_overall,any_het,ELFO_S: alfa1_globulín,158,2.48,2.172,3.078,2.679,0.847
HFE_overall,any_hom,ELFO_S: alfa1_globulín,13,2.21,2.01,2.5,2.351,0.535
HFE_overall,all_wt,ELFO_S: alfa2_globulín,310,6.615,5.322,7.912,6.737,1.981
HFE_overall,any_het,ELFO_S: alfa2_globulín,158,6.435,5.45,7.835,6.695,1.898
HFE_overall,any_hom,ELFO_S: alfa2_globulín,13,6.47,5.82,7.51,6.749,1.192
HFE_overall,all_wt,ELFO_S: Albumín,310,37.56,31.158,42.25,36.493,7.281
HFE_overall,any_het,ELFO_S: Albumín,158,36.94,31.143,42.51,36.445,7.35
HFE_overall,any_hom,ELFO_S: Albumín,13,38.69,37.04,44.26,40.618,3.929
HFE_overall,all_wt,ELFO_S: gama_globulín,306,12.5,10.122,17.45,14.811,7.436
HFE_overall,any_het,ELFO_S: gama_globulín,157,12.6,10.07,17.46,14.556,6.621
HFE_overall,any_hom,ELFO_S: gama_globulín,13,8.63,4.24,16.13,10.432,6.737
HFE_overall,all_wt,"ELFO_S: beta1,2_globulín",305,8.97,7.52,10.38,9.134,2.658
HFE_overall,any_het,"ELFO_S: beta1,2_globulín",156,8.69,7.547,10.318,9.039,2.871
HFE_overall,any_hom,"ELFO_S: beta1,2_globulín",13,7.01,6.5,8.93,8.056,2.376
HFE_overall,all_wt,Kys. močová_S,199,315.0,253.5,391.0,326.035,122.708
HFE_overall,any_het,Kys. močová_S,126,289.0,240.0,419.5,326.579,129.925
HFE_overall,any_hom,Kys. močová_S,18,349.0,274.0,377.25,321.0,105.483
HFE_overall,all_wt,ASLO_S,112,82.5,33.25,161.25,140.875,204.426
HFE_overall,any_het,ASLO_S,41,54.0,25.0,88.0,120.024,281.594
HFE_overall,all_wt,Železo_S,415,17.0,10.6,24.45,18.625,10.925
HFE_overall,any_het,Železo_S,229,18.5,10.8,25.6,19.656,11.25
HFE_overall,any_hom,Železo_S,22,28.3,22.5,38.9,29.882,12.507
HFE_overall,all_wt,Močový sediment: Leukocyty,284,2026.0,29.5,2026.0,1278.683,969.919
HFE_overall,any_het,Močový sediment: Leukocyty,148,2026.0,19.5,2026.0,1145.939,997.273
HFE_overall,any_hom,Močový sediment: Leukocyty,5,2015.0,100.0,2026.0,1239.4,1072.371
HFE_overall,all_wt,Feritin_S,405,227.18,79.3,496.64,598.976,2154.172
HFE_overall,any_het,Feritin_S,223,247.54,69.43,616.96,808.191,2093.412
HFE_overall,any_hom,Feritin_S,26,471.93,108.79,1065.99,857.65,1057.777
HFE_overall,all_wt,Horčík-S,289,0.84,0.72,0.93,0.827,0.156
HFE_overall,any_het,Horčík-S,128,0.81,0.73,0.89,0.811,0.141
HFE_overall,any_hom,Horčík-S,7,0.84,0.72,0.86,0.797,0.145
HFE_overall,all_wt,C4_S,137,0.22,0.16,0.31,0.235,0.102
HFE_overall,any_het,C4_S,61,0.21,0.16,0.27,0.223,0.099
HFE_overall,all_wt,C3_S,136,1.08,0.87,1.36,1.143,0.429
HFE_overall,any_het,C3_S,61,1.12,0.86,1.26,1.121,0.437
HFE_overall,all_wt,Prokalcitonín_S,292,0.332,0.131,0.718,1.181,3.545
HFE_overall,any_het,Prokalcitonín_S,152,0.243,0.083,0.704,1.931,8.466
HFE_overall,any_hom,Prokalcitonín_S,13,0.041,0.02,0.059,0.096,0.129
HFE_overall,all_wt,Cholest-celk._S,297,4.69,3.49,5.67,4.647,1.617
HFE_overall,any_het,Cholest-celk._S,169,4.88,3.7,5.92,5.356,3.493
HFE_overall,any_hom,Cholest-celk._S,8,3.885,2.9,4.862,3.911,1.046
HFE_overall,all_wt,TSH_S,219,1.99,1.173,3.428,3.228,5.529
HFE_overall,any_het,TSH_S,112,1.854,1.334,3.359,2.846,3.091
HFE_overall,any_hom,TSH_S,16,2.625,1.816,3.767,3.786,3.408
HFE_overall,all_wt,Triacylglyceroly_S,276,1.595,1.108,2.66,2.358,2.338
HFE_overall,any_het,Triacylglyceroly_S,156,1.69,1.16,2.41,4.069,13.875
HFE_overall,any_hom,Triacylglyceroly_S,7,1.13,0.83,1.31,1.061,0.308
HFE_overall,all_wt,Fosfor_S,218,1.12,0.893,1.328,1.144,0.432
HFE_overall,any_het,Fosfor_S,94,1.01,0.86,1.178,1.031,0.351
HFE_overall,any_hom,Fosfor_S,6,1.125,0.975,1.2,1.085,0.138
HFE_overall,all_wt,TPMT  Genotyp,35,1.0,1.0,1.0,1.0,0.0
HFE_overall,any_het,TPMT  Genotyp,17,1.0,1.0,1.0,1.0,0.0
HFE_overall,all_wt,Močový sediment: Erytrocyty,196,2026.0,30.0,2026.0,1250.122,977.075
HFE_overall,any_het,Močový sediment: Erytrocyty,96,2026.0,3.5,2026.0,1127.167,1003.35
HFE_overall,all_wt,Cholest-HDL_S,234,1.165,0.862,1.465,1.178,0.524
HFE_overall,any_het,Cholest-HDL_S,134,1.185,0.935,1.458,1.18,0.469
HFE_overall,any_hom,Cholest-HDL_S,7,1.35,0.89,1.66,1.529,1.026
HFE_overall,all_wt,CK-MB_S,255,0.376,0.258,0.563,0.484,0.376
HFE_overall,any_het,CK-MB_S,133,0.376,0.266,0.609,0.624,0.658
HFE_overall,any_hom,CK-MB_S,14,0.346,0.275,0.853,0.681,0.691
HFE_overall,all_wt,Transferín_S,330,2.4,1.7,2.9,2.295,0.83
HFE_overall,any_het,Transferín_S,167,2.4,1.7,2.8,2.258,0.796
HFE_overall,any_hom,Transferín_S,12,2.45,2.3,2.675,2.508,0.446
HFE_overall,all_wt,Amoniak_B,533,60.0,45.0,83.0,66.852,31.829
HFE_overall,any_het,Amoniak_B,245,58.0,41.0,77.0,63.212,29.103
HFE_overall,all_wt,Cholest-LDL_S,244,2.835,2.045,3.67,2.946,1.238
HFE_overall,any_het,Cholest-LDL_S,131,2.92,2.255,3.825,3.236,1.68
HFE_overall,any_hom,Cholest-LDL_S,7,2.55,1.815,2.82,2.246,0.773
HFE_overall,all_wt,T4f_S,105,14.7,13.3,17.1,15.702,4.623
HFE_overall,any_het,T4f_S,57,15.1,11.8,18.4,15.349,3.992
HFE_overall,any_hom,T4f_S,5,13.1,12.7,13.2,13.18,0.676
HFE_overall,all_wt,Vitamin D total,22,18.65,11.6,23.425,18.291,8.123
HFE_overall,all_wt,Saturácia Trf,273,32.409,19.767,48.755,38.065,24.558
HFE_overall,any_het,Saturácia Trf,147,31.309,19.944,51.434,38.865,24.787
HFE_overall,any_hom,Saturácia Trf,10,33.788,25.323,47.757,38.978,18.525
HFE_overall,all_wt,Moč chemický A: pH,40,5.5,5.0,6.0,5.512,0.513
HFE_overall,any_het,Moč chemický A: pH,28,6.0,5.5,7.0,6.321,1.188
HFE_overall,all_wt,Močový sediment A: Epitélie,40,0.0,0.0,2.5,4.975,18.477
HFE_overall,any_het,Močový sediment A: Epitélie,28,1.0,0.0,3.0,6.25,14.057
HFE_overall,all_wt,Moč chemický A: UBG,40,16.0,3.2,16.0,17.905,27.639
HFE_overall,any_het,Moč chemický A: UBG,27,16.0,3.2,16.0,14.689,12.486
HFE_overall,all_wt,Močový sediment A: Spermie,40,0.0,0.0,0.0,0.0,0.0
HFE_overall,any_het,Močový sediment A: Spermie,28,0.0,0.0,0.0,0.0,0.0
HFE_overall,all_wt,Moč chemický A: Špec. hmotnosť,40,1.018,1.013,1.022,1.019,0.009
HFE_overall,any_het,Moč chemický A: Špec. hmotnosť,27,1.016,1.012,1.024,1.018,0.01
HFE_overall,all_wt,Močový sediment A: Hlienové vlákna,40,36.5,4.75,237.5,145.475,206.971
HFE_overall,any_het,Močový sediment A: Hlienové vlákna,28,61.0,8.5,99.5,76.5,102.65
HFE_overall,all_wt,Vitamín B12,193,709.0,365.0,1057.0,853.145,645.823
HFE_overall,any_het,Vitamín B12,96,663.5,424.25,1237.25,926.438,714.794
HFE_overall,any_hom,Vitamín B12,8,389.5,303.75,441.0,460.625,272.572
HFE_overall,all_wt,Močový sediment A: Hyalínové valce,40,0.0,0.0,0.0,0.0,0.0
HFE_overall,any_het,Močový sediment A: Hyalínové valce,28,0.0,0.0,0.0,0.0,0.0
HFE_overall,all_wt,Močový sediment A: Kvasinky,40,0.0,0.0,0.0,0.05,0.316
HFE_overall,any_het,Močový sediment A: Kvasinky,28,0.0,0.0,0.0,1.393,6.983
HFE_overall,all_wt,Močový sediment A: Zhluky leukocytov,39,0.0,0.0,1.5,6.564,29.997
HFE_overall,any_het,Močový sediment A: Zhluky leukocytov,28,0.0,0.0,0.0,2.5,8.002
HFE_overall,all_wt,Močový sediment A: Erytrocyty,39,4.0,4.0,9.0,173.41,489.161
HFE_overall,any_het,Močový sediment A: Erytrocyty,28,4.0,4.0,8.0,67.571,254.582
HFE_overall,all_wt,Močový sediment A: Baktérie,38,277.5,130.5,883.75,612.789,729.606
HFE_overall,any_het,Močový sediment A: Baktérie,27,377.0,153.5,899.0,592.333,556.196
HFE_overall,all_wt,ANA,184,0.345,0.25,0.49,0.519,0.837
HFE_overall,any_het,ANA,89,0.31,0.26,0.43,0.435,0.667
HFE_overall,all_wt,Močový sediment A: Leukocyty,37,6.0,3.0,30.0,105.784,248.817
HFE_overall,any_het,Močový sediment A: Leukocyty,28,8.0,3.0,28.5,38.0,76.629
HFE_overall,all_wt,Močový sediment A: Kryštály,38,0.0,0.0,0.75,25.947,147.78
HFE_overall,any_het,Močový sediment A: Kryštály,28,0.0,0.0,0.0,2.0,7.968
HFE_overall,all_wt,Foláty,191,6.5,3.6,11.0,8.091,5.585
HFE_overall,any_het,Foláty,94,5.15,3.125,8.3,7.0,5.661
HFE_overall,any_hom,Foláty,8,11.75,9.825,20.725,13.988,7.539
HFE_overall,all_wt,T3f_S,54,3.5,2.925,4.5,3.735,1.351
HFE_overall,any_het,T3f_S,33,3.7,3.1,4.4,3.673,1.042
HFE_overall,all_wt,Ceruloplazmín,276,0.25,0.21,0.31,0.27,0.082
HFE_overall,any_het,Ceruloplazmín,134,0.24,0.21,0.28,0.256,0.077
HFE_overall,all_wt,Lipáza_S,150,3.09,0.802,9.838,15.341,51.583
HFE_overall,any_het,Lipáza_S,71,1.77,0.99,3.58,4.267,7.279
HFE_overall,any_hom,Lipáza_S,12,0.74,0.408,7.34,4.523,5.799
HFE_overall,all_wt,Imunoblot ANA: AMA-M2,126,0.0,0.0,0.0,0.036,0.135
HFE_overall,any_het,Imunoblot ANA: AMA-M2,55,0.0,0.0,0.0,0.045,0.133
HFE_overall,all_wt,Imunoblot ANA: U1-sn RNP,126,0.0,0.0,0.0,0.098,0.647
HFE_overall,any_het,Imunoblot ANA: U1-sn RNP,55,0.0,0.0,0.0,0.047,0.159
HFE_overall,all_wt,alfa1 AT_S,181,1.47,1.26,1.75,1.545,0.442
HFE_overall,any_het,alfa1 AT_S,79,1.39,1.235,1.76,1.553,0.468
HFE_overall,all_wt,Imunoblot ANA: CENP-B,126,0.0,0.0,0.0,0.03,0.183
HFE_overall,any_het,Imunoblot ANA: CENP-B,55,0.0,0.0,0.0,0.006,0.043
HFE_overall,all_wt,Imunoblot ANA: Scl-70,126,0.0,0.0,0.0,0.035,0.24
HFE_overall,any_het,Imunoblot ANA: Scl-70,55,0.0,0.0,0.0,0.02,0.124
HFE_overall,all_wt,Imunoblot ANA: Mi-2,126,0.0,0.0,0.0,0.022,0.099
HFE_overall,any_het,Imunoblot ANA: Mi-2,55,0.0,0.0,0.0,0.007,0.049
HFE_overall,all_wt,Imunoblot ANA: Ku,126,0.0,0.0,0.0,0.032,0.181
HFE_overall,any_het,Imunoblot ANA: Ku,55,0.0,0.0,0.0,0.009,0.045
HFE_overall,all_wt,Imunoblot ANA: dsDNA,126,0.0,0.0,0.238,0.149,0.256
HFE_overall,any_het,Imunoblot ANA: dsDNA,55,0.0,0.0,0.355,0.269,0.539
HFE_overall,all_wt,Imunoblot ANA: Histones,126,0.0,0.0,0.0,0.065,0.177
HFE_overall,any_het,Imunoblot ANA: Histones,55,0.0,0.0,0.0,0.077,0.228
HFE_overall,all_wt,Imunoblot ANA: Nucleosomes,126,0.0,0.0,0.0,0.032,0.178
HFE_overall,any_het,Imunoblot ANA: Nucleosomes,55,0.0,0.0,0.0,0.07,0.388
HFE_overall,all_wt,Imunoblot ANA: PM-Scl,126,0.0,0.0,0.0,0.054,0.242
HFE_overall,any_het,Imunoblot ANA: PM-Scl,55,0.0,0.0,0.0,0.036,0.195
HFE_overall,all_wt,Imunoblot ANA: Jo-1,126,0.0,0.0,0.0,0.052,0.553
HFE_overall,any_het,Imunoblot ANA: Jo-1,55,0.0,0.0,0.0,0.022,0.084
HFE_overall,all_wt,Imunoblot ANA: SS-A/Ro52kD,126,0.0,0.0,0.0,0.104,0.505
HFE_overall,any_het,Imunoblot ANA: SS-A/Ro52kD,55,0.0,0.0,0.0,0.058,0.299
HFE_overall,all_wt,Imunoblot ANA: SS-A/Ro60kD,126,0.0,0.0,0.0,0.076,0.562
HFE_overall,any_het,Imunoblot ANA: SS-A/Ro60kD,55,0.0,0.0,0.0,0.037,0.208
HFE_overall,all_wt,Imunoblot ANA: Rib-PO,126,0.0,0.0,0.0,0.082,0.286
HFE_overall,any_het,Imunoblot ANA: Rib-PO,55,0.0,0.0,0.0,0.055,0.202
