Marker,Lab_parameter,Test,Statistika,p_hodnota,n_het,n_hom,n_wt,median_het,median_hom,median_wt,p_FDR,Vyznamne_FDR,n_all_wt,n_any_het,n_any_hom,median_all_wt,median_any_het,median_any_hom
HFE_overall,Imunoblot ANA: AMA-M2,Mann-Whitney U,3371.5,0.5981408029077306,,,,,,,0.8158415719369467,False,126.0,55.0,,0.0,0.0,
HFE_overall,ABR_artéria: HCO3_B -  stand.,Mann-Whitney U,2662.5,0.5936199650620936,,,,,,,0.8158415719369467,False,123.0,41.0,,21.2,21.8,
HFE_overall,Močový sediment A: Epitélie,Mann-Whitney U,521.5,0.6118811789527101,,,,,,,0.8158415719369467,False,40.0,28.0,,0.0,1.0,
HFE_overall,alfa1 AT_S,Mann-Whitney U,7450.0,0.5905788585997366,,,,,,,0.8158415719369467,False,181.0,79.0,,1.47,1.39,
HFE_overall,Imunoblot ANA: Rib-PO,Mann-Whitney U,3562.5,0.6051051972966337,,,,,,,0.8158415719369467,False,126.0,55.0,,0.0,0.0,
HFE_H63D,PSAc_S,Mann-Whitney U,68.0,0.6564565868913694,6.0,,20.0,0.97,,0.554,0.8167182888554597,False,,,,,,
HFE_S65C,ANA,Mann-Whitney U,1083.5,0.6056612150861795,9.0,,268.0,0.34,,0.34,0.8173486300677569,False,,,,,,
HFE_S65C,Bielkoviny_S,Mann-Whitney U,73760.0,0.6134629906816046,85.0,,1681.0,69.8,,69.7,0.8199168817763755,False,,,,,,
HFE_overall,Močový sediment A: Baktérie,Mann-Whitney U,477.5,0.641267841218329,,,,,,,0.8222956050072353,False,38.0,27.0,,277.5,377.0,
HFE_overall,Glykémia_3/2,Mann-Whitney U,456.5,0.6284373057318575,,,,,,,0.8222956050072353,False,47.0,18.0,,10.5,9.8,
HFE_overall,Albumín_U (jednoráz),Mann-Whitney U,71.0,0.6248941899182331,,,,,,,0.8222956050072353,False,18.0,9.0,,10.515,11.4,
HFE_overall,Chol.celk._ascites,Mann-Whitney U,708.5,0.6336930028844237,,,,,,,0.8222956050072353,False,45.0,30.0,,1.29,1.29,
HFE_overall,IgE celkové FOOKE,Mann-Whitney U,113.0,0.6399270893439001,,,,,,,0.8222956050072353,False,21.0,12.0,,22.62,23.005,
HFE_overall,LDH_ascites,Mann-Whitney U,666.0,0.6301252187892299,,,,,,,0.8222956050072353,False,39.0,32.0,,1.1,1.2,
HFE_overall,Imunoblot Liver Pro: AMA-M2,Mann-Whitney U,2214.5,0.6236013849131388,,,,,,,0.8222956050072353,False,102.0,45.0,,0.0,0.0,
HFE_overall,GF-rozdiel,Mann-Whitney U,155.0,0.6376433969579411,,,,,,,0.8222956050072353,False,19.0,18.0,,0.94,-2.58,
HFE_H63D,Krvný obr._DIFF_RET: Eozinofily_%,Mann-Whitney U,1678.0,0.6675615038183504,27.0,,118.0,1.8,,1.9,0.8266532640741255,False,,,,,,
HFE_C282Y,Moč chemicky _ úplne: pH,Kruskal-Wallis,0.963,0.6180023888228783,28.0,6.0,562.0,5.0,5.5,6.0,0.8297654451328156,False,,,,,,
HFE_overall,Imunoblot ANA: SmD1,Mann-Whitney U,3396.0,0.6546986533841763,,,,,,,0.8315603749144987,False,125.0,55.0,,0.0,0.0,
HFE_overall,Moč chemický A: UBG,Mann-Whitney U,508.0,0.652343724090455,,,,,,,0.8315603749144987,False,40.0,27.0,,16.0,16.0,
HFE_H63D,Krvný obraz: Leukocyty_WBC,Kruskal-Wallis,0.785,0.6753995568461991,461.0,5.0,1482.0,7.1,7.8,7.2,0.8324692212290361,False,,,,,,
HFE_overall,Moč chemický A: Špec. hmotnosť,Mann-Whitney U,574.5,0.6633761413590722,,,,,,,0.8346704501607106,False,40.0,27.0,,1.018,1.016,
HFE_overall,Imunoblot ANA: SS-A/Ro60kD,Mann-Whitney U,3414.0,0.6618223030763968,,,,,,,0.8346704501607106,False,126.0,55.0,,0.0,0.0,
HFE_overall,Pomoc.TLy_CD4+_a.p,Mann-Whitney U,260.0,0.6743177629249173,,,,,,,0.8366940399050491,False,37.0,13.0,,743.0,733.0,
HFE_overall,CA 125_S,Mann-Whitney U,81.0,0.6782730566129376,,,,,,,0.8366940399050491,False,15.0,12.0,,19.2,18.45,
HFE_overall,HBDH_S,Mann-Whitney U,36.0,0.6805944055944056,,,,,,,0.8366940399050491,False,7.0,9.0,,4.6,3.5,
HFE_overall,Transferín_S,Kruskal-Wallis,0.772,0.6798221464927804,,,,,,,0.8366940399050491,False,330.0,167.0,12.0,2.4,2.4,2.45
HFE_overall,ABR_artéria: PCO2_B,Mann-Whitney U,2412.5,0.6803071326011164,,,,,,,0.8366940399050491,False,123.0,41.0,,4.91,5.33,
HFE_H63D,ANA,Mann-Whitney U,6348.0,0.6837405561003544,62.0,,212.0,0.31,,0.345,0.8388483674379349,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Retikulocyty_#,Mann-Whitney U,440.5,0.6353253034604738,7.0,,141.0,50.3,,50.0,0.841049687438151,False,,,,,,
HFE_H63D,Feritin_S,Kruskal-Wallis,0.685,0.7100238965802819,157.0,18.0,479.0,264.56,232.115,229.99,0.8442660014782141,False,,,,,,
HFE_H63D,AST_S,Kruskal-Wallis,0.665,0.717062243047688,772.0,50.0,2362.0,0.8,0.715,0.81,0.8442660014782141,False,,,,,,
HFE_H63D,Imunoblot Liver Pro: LC1,Mann-Whitney U,1935.0,0.6944476602458556,33.0,,114.0,0.0,,0.0,0.8442660014782141,False,,,,,,
HFE_H63D,Aktiv.TLy_CD3+HLADR+,Mann-Whitney U,223.0,0.7193233239216199,12.0,,40.0,11.0,,11.0,0.8442660014782141,False,,,,,,
HFE_H63D,Proteinúria kvant._U,Mann-Whitney U,240.0,0.7113277447446014,14.0,,32.0,0.175,,0.161,0.8442660014782141,False,,,,,,
HFE_H63D,NSE_S,Mann-Whitney U,982.0,0.7200155333361373,22.0,,85.0,14.895,,14.78,0.8442660014782141,False,,,,,,
HFE_H63D,Imunoblot Liver Pro: LKM1,Mann-Whitney U,1930.5,0.702666652665945,33.0,,114.0,0.0,,0.0,0.8442660014782141,False,,,,,,
HFE_H63D,Močový sediment A: Baktérie,Mann-Whitney U,444.5,0.697881041535638,22.0,,43.0,301.0,,302.0,0.8442660014782141,False,,,,,,
HFE_H63D,T3f_S,Mann-Whitney U,584.5,0.7058373896130903,18.0,,69.0,3.55,,3.7,0.8442660014782141,False,,,,,,
HFE_H63D,Krvný obr._DIFF_RET: Stredná konc._HGB,Mann-Whitney U,1730.0,0.7000297139235789,28.0,,118.0,31.6,,30.5,0.8442660014782141,False,,,,,,
HFE_overall,Glykémia_5/2,Mann-Whitney U,853.5,0.6931672262848059,,,,,,,0.8482594367320913,False,60.0,27.0,,10.5,9.9,
HFE_overall,Meď_S,Mann-Whitney U,8613.5,0.6972248747432821,,,,,,,0.8493466655963618,False,182.0,92.0,,17.9,17.62,
HFE_H63D,NVK_S,Mann-Whitney U,3579.0,0.7283341797181926,54.0,,137.0,27.25,,30.3,0.8502579631071411,False,,,,,,
HFE_H63D,Imunoblot ANA: U1-sn RNP,Mann-Whitney U,2995.0,0.7316352330674807,42.0,,140.0,0.0,,0.0,0.8503655121179051,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_5pop: Neutrofily_#,Kruskal-Wallis,0.899,0.6379503037562051,105.0,14.0,1176.0,5.02,4.775,4.48,0.8506004050082735,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Retikulocyty_%,Mann-Whitney U,443.0,0.6510730163578684,7.0,,141.0,1.3,,1.2,0.8537655591862614,False,,,,,,
HFE_overall,Imunoreg.index_IRI,Mann-Whitney U,224.0,0.7232202972779997,,,,,,,0.8730767552725403,False,37.0,13.0,,2.1,2.2,
HFE_overall,Imunoblot ANA: Ku,Mann-Whitney U,3506.5,0.7225018609427785,,,,,,,0.8730767552725403,False,126.0,55.0,,0.0,0.0,
HFE_H63D,C3_S,Mann-Whitney U,3116.5,0.7560370077372923,41.0,,157.0,1.1,,1.09,0.8737312047168787,False,,,,,,
HFE_H63D,p-ANCA,Mann-Whitney U,1102.5,0.7583327437165363,23.0,,92.0,1.1,,1.19,0.8737312047168787,False,,,,,,
HFE_S65C,AMA-M2,Mann-Whitney U,297.0,0.6735491786842054,7.0,,94.0,1.23,,1.4,0.8749844470757434,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,Mann-Whitney U,308.0,0.670317722035722,5.0,,139.0,14.3,,14.8,0.8755170246997185,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Eozinofily_#,Mann-Whitney U,307.5,0.6660700289360308,5.0,,139.0,0.09,,0.1,0.8755170246997185,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Neutrofily_#,Mann-Whitney U,307.5,0.6664403389592222,5.0,,139.0,4.27,,3.98,0.8755170246997185,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Retikulocyty_%,Kruskal-Wallis,0.602,0.7399884881926525,,,,,,,0.8767136509107453,False,103.0,40.0,5.0,1.3,1.2,1.0
HFE_overall,C3_S,Mann-Whitney U,4270.0,0.742589547599773,,,,,,,0.8767136509107453,False,136.0,61.0,,1.08,1.12,
HFE_overall,Quickov test: PT_%,Kruskal-Wallis,0.617,0.7346487362772416,,,,,,,0.8767136509107453,False,1335.0,678.0,49.0,73.0,72.95,76.4
HFE_overall,NVK_S,Mann-Whitney U,4128.0,0.7303763506305956,,,,,,,0.8767136509107453,False,115.0,74.0,,29.9,29.25,
HFE_overall,Pomoc.TLy_CD4+,Mann-Whitney U,225.0,0.7397147318007948,,,,,,,0.8767136509107453,False,37.0,13.0,,50.0,52.0,
HFE_H63D,Chol.celk._ascites,Mann-Whitney U,618.0,0.7648108211826392,23.0,,52.0,1.29,,1.29,0.8773803792787852,False,,,,,,
HFE_C282Y,Imunoblot ANA: SS-B/La,Mann-Whitney U,1128.0,0.6771519811749036,13.0,,167.0,0.0,,0.0,0.8784674350377129,False,,,,,,
HFE_C282Y,Močový sediment: Leukocyty,Mann-Whitney U,4507.0,0.6909726382884109,23.0,,410.0,2026.0,,2026.0,0.8850851314789596,False,,,,,,
HFE_C282Y,IGG4,Mann-Whitney U,300.0,0.6914727589679371,6.0,,91.0,0.637,,0.489,0.8850851314789596,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Bazofily_#,Kruskal-Wallis,0.558,0.7566331238286187,,,,,,,0.885492040113842,False,103.0,40.0,5.0,0.01,0.01,0.01
HFE_overall,Moč chemicky _ úplne: Bielkoviny,Kruskal-Wallis,0.561,0.755271229405143,,,,,,,0.885492040113842,False,377.0,212.0,7.0,0.3,0.3,0.3
HFE_S65C,Punktát_WBC,Mann-Whitney U,416.5,0.6890435102072796,7.0,,109.0,0.2,,0.17,0.8863565616261467,False,,,,,,
HFE_S65C,IgG_S,Mann-Whitney U,4796.5,0.7209253748677569,20.0,,458.0,11.75,,11.495,0.8863565616261467,False,,,,,,
HFE_S65C,anti-LKM-1,Mann-Whitney U,266.0,0.7460699115845983,6.0,,82.0,0.23,,0.25,0.8863565616261467,False,,,,,,
HFE_S65C,C4_S,Mann-Whitney U,531.5,0.7054582302521799,6.0,,195.0,0.215,,0.22,0.8863565616261467,False,,,,,,
HFE_S65C,IgM_S,Mann-Whitney U,4760.5,0.7136390754438546,20.0,,454.0,1.245,,1.13,0.8863565616261467,False,,,,,,
HFE_S65C,LD_S,Mann-Whitney U,1937.0,0.7288787934544436,13.0,,316.0,3.23,,3.69,0.8863565616261467,False,,,,,,
HFE_S65C,Krvný obraz: Stred. far.konc._HGB,Mann-Whitney U,100001.0,0.7344002781071555,111.0,,1837.0,333.0,,333.0,0.8863565616261467,False,,,,,,
HFE_S65C,NSE_S,Mann-Whitney U,281.0,0.7424561654955049,6.0,,102.0,14.37,,14.86,0.8863565616261467,False,,,,,,
HFE_S65C,Transferín_S,Mann-Whitney U,5378.0,0.7006649323551571,21.0,,488.0,2.4,,2.4,0.8863565616261467,False,,,,,,
HFE_S65C,Haptoglobín_S,Mann-Whitney U,433.5,0.7244560675525049,6.0,,133.0,1.055,,0.97,0.8863565616261467,False,,,,,,
HFE_overall,c-ANCA,Mann-Whitney U,1327.0,0.7645573176008837,,,,,,,0.8870188792945318,False,80.0,32.0,,1.345,1.41,
HFE_overall,Cu_U_diuréza,Mann-Whitney U,527.5,0.7641806847432885,,,,,,,0.8870188792945318,False,48.0,21.0,,0.51,0.58,
HFE_C282Y,Krvný obr._DIFF_RET: Leukocyty_WBC,Mann-Whitney U,314.5,0.7044651259655669,5.0,,140.0,5.8,,6.45,0.8957437363270785,False,,,,,,
HFE_H63D,Ak.TLyCD3+HLADR+_ap,Mann-Whitney U,227.0,0.7860020143716985,12.0,,40.0,148.5,,155.0,0.8957775813320403,False,,,,,,
HFE_H63D,CK-MB_S,Kruskal-Wallis,0.478,0.7876082130202468,88.0,11.0,303.0,0.375,0.335,0.376,0.8957775813320403,False,,,,,,
HFE_overall,Quickov test: PT_INR,Kruskal-Wallis,0.446,0.8000299867627718,,,,,,,0.9019122470842418,False,1335.0,678.0,49.0,1.17,1.17,1.14
HFE_overall,Krvný obraz_RET: Retikulocyty_#,Mann-Whitney U,67.0,0.8066825622889697,,,,,,,0.9019122470842418,False,18.0,8.0,,57.2,49.3,
HFE_overall,B Ly_ CD19+,Mann-Whitney U,252.5,0.7986475687998535,,,,,,,0.9019122470842418,False,37.0,13.0,,9.0,9.0,
HFE_overall,NT-proBNP,Kruskal-Wallis,0.493,0.7813988695886049,,,,,,,0.9019122470842418,False,80.0,62.0,7.0,1336.0,1023.5,10249.0
HFE_overall,Imunoblot Liver Pro: Sp100,Mann-Whitney U,2312.0,0.8056387044740542,,,,,,,0.9019122470842418,False,102.0,45.0,,0.0,0.0,
HFE_overall,Trombínový čas,Mann-Whitney U,2741.0,0.8076826093291717,,,,,,,0.9019122470842418,False,101.0,53.0,,18.7,18.3,
HFE_overall,Cholest-HDL_S,Kruskal-Wallis,0.479,0.7870538200234312,,,,,,,0.9019122470842418,False,234.0,134.0,7.0,1.165,1.185,1.35
HFE_overall,AFP_S,Mann-Whitney U,3486.0,0.7986062032012541,,,,,,,0.9019122470842418,False,119.0,60.0,,3.41,3.655,
HFE_overall,Bielkovina_ ascites,Mann-Whitney U,648.5,0.8017948309342764,,,,,,,0.9019122470842418,False,42.0,32.0,,17.95,18.55,
HFE_C282Y,ELFO_S: alfa2_globulín,Mann-Whitney U,6784.5,0.7199826628295869,29.0,,450.0,7.01,,6.51,0.9040496582528149,False,,,,,,
HFE_C282Y,ANA,Mann-Whitney U,2665.0,0.7204145714202119,22.0,,254.0,0.36,,0.335,0.9040496582528149,False,,,,,,
HFE_H63D,T Ly_CD3+,Mann-Whitney U,228.0,0.8023728436135108,12.0,,40.0,78.5,,79.5,0.9086701006734204,False,,,,,,
HFE_H63D,Krvný obraz_RET: Leukocyty_WBC,Mann-Whitney U,55.5,0.8075091994482982,6.0,,20.0,5.4,,6.6,0.9105954802289321,False,,,,,,
HFE_S65C,Amoniak_B,Mann-Whitney U,11253.5,0.7818056426812341,31.0,,748.0,58.0,,59.0,0.9209405451923011,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Lymfocyty_%,Kruskal-Wallis,0.372,0.8304383335703263,,,,,,,0.9234749933479146,False,103.0,39.0,5.0,19.9,20.2,24.8
HFE_overall,Krvný obr._DIFF_RET: Retikulocyty_#,Kruskal-Wallis,0.353,0.8380701828282324,,,,,,,0.9253093107802632,False,103.0,40.0,5.0,50.0,51.25,44.2
HFE_overall,ABR_artéria: HCO3_B - akt.,Mann-Whitney U,2575.5,0.8389931437298656,,,,,,,0.9253093107802632,False,123.0,41.0,,21.6,20.6,
HFE_C282Y,T4f_S,Mann-Whitney U,660.0,0.7428552090854339,9.0,,157.0,15.1,,14.7,0.9261571437948267,False,,,,,,
HFE_overall,Močový sediment A: Hlienové vlákna,Mann-Whitney U,576.0,0.8467727866887582,,,,,,,0.9300619132483082,False,40.0,28.0,,36.5,61.0,
HFE_H63D,Imunoblot ANA: AMA-M2,Mann-Whitney U,2975.5,0.8295480652379684,42.0,,140.0,0.0,,0.0,0.9308753731650212,False,,,,,,
HFE_H63D,Močový sediment A: Leukocyty,Mann-Whitney U,498.0,0.8376671962541877,23.0,,42.0,9.0,,5.5,0.9308753731650212,False,,,,,,
HFE_H63D,AFP_S,Mann-Whitney U,2860.5,0.8364394395603642,40.0,,140.0,3.57,,3.505,0.9308753731650212,False,,,,,,
HFE_H63D,Imunoblot ANA: Rib-PO,Mann-Whitney U,2904.5,0.8395442044771323,42.0,,140.0,0.0,,0.0,0.9308753731650212,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Monocyty_%,Mann-Whitney U,318.0,0.7516297632226048,5.0,,139.0,7.2,,8.0,0.931051061540259,False,,,,,,
HFE_H63D,CCP,Mann-Whitney U,242.0,0.8432407168349888,12.0,,42.0,2.185,,1.725,0.9310782915053001,False,,,,,,
HFE_S65C,Kys. močová_S,Mann-Whitney U,2710.5,0.80821967692436,16.0,,327.0,316.5,,311.0,0.9361877924373837,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Erytrocyty_RBC,Mann-Whitney U,521.0,0.8073059438873265,7.0,,141.0,4.12,,3.85,0.9361877924373837,False,,,,,,
HFE_overall,p-ANCA,Mann-Whitney U,1340.0,0.8623137467623193,,,,,,,0.9362085411173642,False,82.0,32.0,,1.29,1.08,
HFE_overall,Imunoblot ANA: Histones,Mann-Whitney U,3428.5,0.8599326676874787,,,,,,,0.9362085411173642,False,126.0,55.0,,0.0,0.0,
HFE_overall,Kys. močová_S,Kruskal-Wallis,0.295,0.8628489166268245,,,,,,,0.9362085411173642,False,199.0,126.0,18.0,315.0,289.0,349.0
HFE_overall,Saturácia Trf,Kruskal-Wallis,0.275,0.8717113338546328,,,,,,,0.9376207828063305,False,273.0,147.0,10.0,32.409,31.309,33.788
HFE_overall,C-Peptid_S,Mann-Whitney U,109.5,0.8710928425511251,,,,,,,0.9376207828063305,False,19.0,12.0,,2.27,2.775,
HFE_overall,AMA-M2,Mann-Whitney U,1220.0,0.8746462526178457,,,,,,,0.9376207828063305,False,63.0,38.0,,1.45,1.295,
HFE_overall,T3f_S,Mann-Whitney U,873.5,0.8817080184972557,,,,,,,0.9382771791981367,False,54.0,33.0,,3.5,3.7,
HFE_overall,Imunoblot ANA: U1-sn RNP,Mann-Whitney U,3440.0,0.8870390549014793,,,,,,,0.9382771791981367,False,126.0,55.0,,0.0,0.0,
HFE_overall,Imunoblot ANA: Scl-70,Mann-Whitney U,3450.5,0.8892626996877863,,,,,,,0.9382771791981367,False,126.0,55.0,,0.0,0.0,
HFE_overall,Cyt.TLy_CD8+,Mann-Whitney U,247.5,0.8855239273754382,,,,,,,0.9382771791981367,False,37.0,13.0,,23.0,23.0,
HFE_C282Y,Imunoblot Liver Pro: gp210,Mann-Whitney U,796.0,0.7746197302522813,11.0,,138.0,0.21,,0.0,0.9398247102108,False,,,,,,
HFE_C282Y,Krvný obraz: Stredná konc._ HGB,Kruskal-Wallis,0.528,0.7678372017075585,122.0,39.0,1787.0,31.2,31.3,31.4,0.9398247102108,False,,,,,,
HFE_C282Y,Reumat. faktor_S,Mann-Whitney U,555.5,0.7732227064526995,7.0,,168.0,10.0,,10.0,0.9398247102108,False,,,,,,
HFE_C282Y,Imunoblot ANA: dsDNA,Mann-Whitney U,1065.5,0.7782923381433189,13.0,,171.0,0.0,,0.0,0.9398247102108,False,,,,,,
HFE_S65C,CRP_S,Mann-Whitney U,148410.0,0.8568356641659414,128.0,,2341.0,14.9,,15.6,0.9404663971605579,False,,,,,,
HFE_S65C,Krvný obraz: Šírka dist.kriv._RBC,Mann-Whitney U,100367.0,0.8495263473832001,111.0,,1828.0,14.9,,15.2,0.9404663971605579,False,,,,,,
HFE_S65C,Factor V,Mann-Whitney U,301.5,0.8592750535207975,5.0,,115.0,133.5,,93.6,0.9404663971605579,False,,,,,,
HFE_S65C,ASLO_S,Mann-Whitney U,393.5,0.8344393011531845,5.0,,149.0,84.0,,64.0,0.9404663971605579,False,,,,,,
HFE_S65C,Feritin_S,Mann-Whitney U,8032.0,0.8552567780271032,25.0,,629.0,203.42,,236.59,0.9404663971605579,False,,,,,,
HFE_S65C,"ELFO_S: beta1,2_globulín",Mann-Whitney U,4843.5,0.8383369770499343,22.0,,452.0,8.75,,8.905,0.9404663971605579,False,,,,,,
HFE_S65C,Fibrinogén,Mann-Whitney U,87266.0,0.8528176351515618,94.0,,1878.0,2.835,,2.82,0.9404663971605579,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_5pop: Monocyty_#,Kruskal-Wallis,0.484,0.7851327725722486,105.0,14.0,1177.0,0.56,0.52,0.57,0.9421593270866981,False,,,,,,
HFE_S65C,Cholest-HDL_S,Mann-Whitney U,1950.0,0.8843917535543001,11.0,,364.0,1.0,,1.18,0.9459016166171195,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Monocyty_%,Mann-Whitney U,505.5,0.8914612358046234,7.0,,140.0,8.3,,7.8,0.9459016166171195,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Bazofily_#,Mann-Whitney U,509.5,0.885790577099968,7.0,,141.0,0.01,,0.01,0.9459016166171195,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Lymfocyty_#,Mann-Whitney U,473.5,0.8842810827762868,7.0,,140.0,1.29,,1.27,0.9459016166171195,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_5pop: Leukocyty_WBC,Kruskal-Wallis,0.448,0.7991797519320901,105.0,14.0,1178.0,7.2,7.1,6.9,0.9530590830494491,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Stredný objem_RBC,Mann-Whitney U,327.5,0.8115721482374051,5.0,,140.0,93.8,,92.7,0.9559622850403791,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Bazofily_#,Mann-Whitney U,327.5,0.8070980394913285,5.0,,140.0,0.01,,0.01,0.9559622850403791,False,,,,,,
HFE_overall,CVK_S,Mann-Whitney U,4505.5,0.9111407158953682,,,,,,,0.9575910269017988,False,119.0,75.0,,46.8,46.3,
HFE_H63D,C-Peptid_S,Mann-Whitney U,118.5,0.8710928425511251,12.0,,19.0,2.775,,2.27,0.9578406774939757,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Trombocyty_PLT,Mann-Whitney U,328.5,0.8199893297312202,5.0,,140.0,176.0,,198.0,0.9599875079780139,False,,,,,,
HFE_C282Y,Moč chemický A: pH,Mann-Whitney U,203.0,0.8354489715717526,7.0,,61.0,5.5,,5.5,0.9604293600021581,False,,,,,,
HFE_C282Y,Meď_S,Mann-Whitney U,2482.0,0.8437552350630755,20.0,,255.0,18.45,,17.9,0.9604293600021581,False,,,,,,
HFE_C282Y,Močový sediment A: Kryštály,Mann-Whitney U,199.0,0.833681405256075,7.0,,59.0,0.0,,0.0,0.9604293600021581,False,,,,,,
HFE_C282Y,ASLO_S,Mann-Whitney U,418.0,0.8324827020588597,6.0,,147.0,63.0,,70.0,0.9604293600021581,False,,,,,,
HFE_C282Y,Moč chemický A: Špec. hmotnosť,Mann-Whitney U,200.0,0.8453779262518996,7.0,,60.0,1.016,,1.018,0.9604293600021581,False,,,,,,
HFE_C282Y,alfa1 AT_S,Mann-Whitney U,1329.0,0.8526752538040596,11.0,,250.0,1.46,,1.455,0.9630214631198791,False,,,,,,
HFE_overall,B Ly _CD19+_ a.p.,Mann-Whitney U,245.5,0.920707629176879,,,,,,,0.9638657992945452,False,37.0,13.0,,138.0,109.0,
HFE_overall,Krvný obr._DIFF_RET: Neutrofily_%,Kruskal-Wallis,0.154,0.925696685068797,,,,,,,0.9653179439627922,False,103.0,39.0,5.0,68.4,66.2,66.5
HFE_overall,Močový sediment A: Leukocyty,Mann-Whitney U,511.0,0.9293322752712894,,,,,,,0.965352906095758,False,37.0,28.0,,6.0,8.0,
HFE_overall,Krvný obraz_RET: Leukocyty_WBC,Mann-Whitney U,74.0,0.9335297913514765,,,,,,,0.9659690505104082,False,18.0,8.0,,6.35,5.9,
HFE_overall,SLA a LP,Mann-Whitney U,1512.5,0.93757784682856,,,,,,,0.9664263959617465,False,81.0,37.0,,0.83,0.79,
HFE_H63D,Krvný obraz: Erytrocyty_RBC,Kruskal-Wallis,0.248,0.8835898766085155,461.0,5.0,1482.0,3.74,3.8,3.72,0.9675674268646967,False,,,,,,
HFE_C282Y,Moč chemický A: UBG,Mann-Whitney U,202.0,0.8634335990384855,7.0,,60.0,16.0,,16.0,0.9694693041835626,False,,,,,,
HFE_H63D,Prealbumín_S,Mann-Whitney U,37.0,0.8893574617939813,5.0,,14.0,0.27,,0.185,0.9698754212979632,False,,,,,,
HFE_C282Y,Moč chemicky _ úplne: Ketolátky,Kruskal-Wallis,0.163,0.9215024330378283,28.0,6.0,558.0,0.0,0.0,0.0,0.9713770004797347,False,,,,,,
HFE_C282Y,Krvný obraz: Stredný objem_RBC,Kruskal-Wallis,0.163,0.9215950831859748,122.0,39.0,1787.0,93.65,94.0,94.4,0.9713770004797347,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Bazofily_%,Mann-Whitney U,341.5,0.9298476305465342,5.0,,140.0,0.2,,0.2,0.9713770004797347,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Stred. far.konc._HGB,Mann-Whitney U,358.5,0.9309029587930792,5.0,,140.0,334.0,,332.0,0.9713770004797347,False,,,,,,
HFE_C282Y,Kálium-S,Kruskal-Wallis,0.205,0.9027493176028961,181.0,47.0,2648.0,4.1,4.1,4.0,0.9713770004797347,False,,,,,,
HFE_C282Y,Močový sediment A: Erytrocyty,Mann-Whitney U,215.5,0.9048598446660701,7.0,,60.0,4.0,,4.0,0.9713770004797347,False,,,,,,
HFE_C282Y,Horčík-S,Mann-Whitney U,4121.0,0.8851239292182743,21.0,,400.0,0.85,,0.83,0.9713770004797347,False,,,,,,
HFE_C282Y,Fosfor_S,Mann-Whitney U,2079.5,0.9189591560132044,14.0,,302.0,1.005,,1.05,0.9713770004797347,False,,,,,,
HFE_C282Y,ELFO_S: alfa1_globulín,Mann-Whitney U,6438.5,0.9052483015326336,29.0,,450.0,2.48,,2.49,0.9713770004797347,False,,,,,,
HFE_C282Y,NVK_S,Mann-Whitney U,924.0,0.91343054983169,10.0,,181.0,29.15,,30.3,0.9713770004797347,False,,,,,,
HFE_C282Y,Foláty,Mann-Whitney U,2168.5,0.924511062462419,16.0,,275.0,5.75,,6.3,0.9713770004797347,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_5pop: Neutrofily_%,Kruskal-Wallis,0.158,0.9238268308193129,105.0,14.0,1176.0,67.1,68.95,68.0,0.9713770004797347,False,,,,,,
HFE_C282Y,IgM_S,Mann-Whitney U,6326.0,0.8756957150651645,28.0,,444.0,1.215,,1.13,0.9713770004797347,False,,,,,,
HFE_overall,LC1,Mann-Whitney U,902.0,0.9506776469140006,,,,,,,0.9761747485553722,False,70.0,26.0,,0.81,0.645,
HFE_H63D,Imunoblot ANA: Ku,Mann-Whitney U,2951.5,0.917628332084449,42.0,,140.0,0.0,,0.0,0.9765924016159799,False,,,,,,
HFE_H63D,Krvný obraz_RET: Stredná konc._HGB,Mann-Whitney U,62.5,0.903107360551465,6.0,,20.0,32.05,,31.55,0.9765924016159799,False,,,,,,
HFE_H63D,Imunoblot Liver Pro: Sp100,Mann-Whitney U,1888.0,0.9147348308800057,33.0,,114.0,0.0,,0.0,0.9765924016159799,False,,,,,,
HFE_H63D,Imunoblot Liver Pro: AMA-M2,Mann-Whitney U,1898.0,0.9109795835270076,33.0,,114.0,0.0,,0.0,0.9765924016159799,False,,,,,,
